fall_id,Status,Waterfall,Access,Country  Rating,Height,State,url,val,Magnitude,Absolute Magnitude,IWC Rating,Global Score,Country Score,State Score,Location,Appx. Elevation,Total Height,Tallest Drop,Num of Drops,Avg. Width,Max. Width,Pitch,Run,Form,Watershed,Stream,Avg.  High  Volume,Avg. Low Volume,Source,Flow Consistency,Best Flow,Avg.  Estm.  Volume,Province Score
12,.Confirmed-row,Sugarcamp Run Falls,,,,West Virginia,https://www.worldwaterfalldatabase.com/waterfall/Sugarcamp-Run-Falls-30065,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Sugarcamp Run,,,,,,NA,NA
13,.Confirmed-row,Sugartree Hollow Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Sugartree-Hollow-Falls-16725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,.Confirmed-row,Suicide Falls,,,,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Suicide-Falls-12161,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.03862, -109.69309",8716 feet (asl),,,,,,,,,,Fremont Creek,,,,,,NA,NA
15,.Confirmed-row,Suicide Falls,,,,Alaska,https://www.worldwaterfalldatabase.com/waterfall/Suicide-Falls-12439,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"58.27613, -134.35538",260 feet (asl),,,,,,,,,,Cross Bay Creek,,,,,,NA,NA
0,.Confirmed-row,Suislide Falls,,,35 feet / 11 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Suislide-Falls-18332,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.3188, -84.1747",,11 meters,11 meters,1,,,,,,,Bald River,,,,,,NA,NA
1,.Confirmed-row,Sullivan Falls,,,36 feet / 11 meters,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Sullivan-Falls-18743,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.33586, -76.33998",1335 feet (asl),11 meters,11 meters,1,,,,,Horsetail,,Sullivan Branch,,,,,,NA,NA
2,.Confirmed-row,Sullivan Falls,,,7 feet / 2 meters,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Sullivan-Falls-28383,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,2 meters,2 meters,1,,,,,,,Wolf River,,,,,,NA,NA
3,.Confirmed-row,Sulphide Valley Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Sulphide-Valley-Falls-4971,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.79257, -121.58011",2672 feet (asl),,,,,,,,,Baker River,Unnamed,,,Glacier,,,NA,NA
4,.Confirmed-row,Sulphur Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Sulphur-Creek-Falls-6031,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.67069, -121.72630",1350 feet (asl),,,,,,,,,,Sulphur Creek,,,,,,NA,NA
5,.Confirmed-row,Sulphur Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Sulphur-Falls-9436,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.4002, -76.56969",,,,,,,,,,,Enfield Creek,,,,,,NA,NA
6,.Confirmed-row,Sulphur Moraine Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Sulphur-Moraine-Falls-13576,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.73734, -121.78643",4421 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,.Confirmed-row,Sulphur Spring Branch Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Sulphur-Spring-Branch-Falls-18334,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.5043, -82.009",,,,1,,,,,Horsetail,,Sulphur Spring Branch,,,,,,NA,NA
8,.Confirmed-row,Sulphur Springs Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Sulphur-Springs-Falls-28793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,.Confirmed-row,Summey Cove Falls,,,,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Summey-Cove-Falls-16090,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.2631, -82.8901",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,.Confirmed-row,Summit City Creek Falls,,,,California,https://www.worldwaterfalldatabase.com/waterfall/Summit-City-Creek-Falls-7290,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"38.64859, -119.98347",7790 feet (asl),,,,,,,,,,Summit City Creek,,,,,,NA,NA
11,.Confirmed-row,Summit Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Summit-Creek-Falls-6058,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.99854, -121.10723",1440 feet (asl),,,,,,,,,,Summit Creek,,,,,,NA,NA
12,.Confirmed-row,Summit Lake Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Summit-Lake-Falls-27755,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,3555 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,.Confirmed-row,Sumner Falls,,,10 feet / 3 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Sumner-Falls-13031,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.5648, -72.3806",,3 meters,3 meters,1,,,,,,,Connecticut River,,,,,,NA,NA
14,.Confirmed-row,Sun Valley Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Sun-Valley-Falls-9437,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.46843, -77.74081",,,,,,,,,,,Canaseraga Creek,,,,,,NA,NA
15,.Confirmed-row,Sunburst Falls,,,,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Sunburst-Falls-16091,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.338, -82.9035",,,5 meters,,,,,,,,West Fork Pigeon River,,,,,,NA,NA
16,.Confirmed-row,Sundance Falls,,,35 feet / 11 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Sundance-Falls-4033,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,490 feet (asl),11 meters,,,8 meters,,,,Vertical Curtain,Columbia River (Snake River to Portland),Tanner Creek,,,Springs,,,NA,NA
0,.Confirmed-row,Sunderland Falls,,,40 feet / 12 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Sunderland-Falls-28794,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,12 meters,12 meters,1,,,,,Plunge,,,,,,,,NA,NA
1,.Confirmed-row,Sundial Falls,,,15 feet / 5 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Sundial-Falls-12162,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.45421, -110.72307",8248 feet (asl),5 meters,,,,,,,,,Herron Creek,,,,,,NA,NA
2,.Confirmed-row,Sunrise Falls,,,62 feet / 19 meters,Indiana,https://www.worldwaterfalldatabase.com/waterfall/Sunrise-Falls-30695,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,19 meters,12 meters,3,,,,,,,,,,,,,NA,NA
3,.Confirmed-row,Sunset Falls,,,70 feet / 21 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Sunset-Falls-16727,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.6764, -93.3534",,21 meters,21 meters,1,,,,,,,,,,,,,NA,NA
4,.Confirmed-row,Sunshine Falls,,,15 feet / 5 meters,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Sunshine-Falls-16092,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.2782, -82.3422",,5 meters,,,,,,,,,Green River,,,,,,NA,NA
5,.Confirmed-row,Sunshine Falls,,,,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Sunshine-Falls-38518,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,.Confirmed-row,Sunshine Mountain Falls,,,,Colorado,https://www.worldwaterfalldatabase.com/waterfall/Sunshine-Mountain-Falls-8138,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.86604, -107.94810",10000 feet (asl),,,,,,,,,,Bilk Creek,,,,,,NA,NA
7,.Confirmed-row,Superior Falls,,,90 feet / 27 meters,Michigan,https://www.worldwaterfalldatabase.com/waterfall/Superior-Falls-13307,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.5628, -90.4154",,27 meters,15 meters,3,,,,,,,Montreal River,,,,,,NA,NA
8,.Confirmed-row,Surprise Creek Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Surprise-Creek-Falls-4826,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.52472, -123.83368",577 feet (asl),,,,,,,,,Umpqua River,Surprise Creek,,,Springs,,,NA,NA
9,.Confirmed-row,Survey Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Survey-Creek-Falls-9574,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.6065, -121.62691",2835 feet (asl),,,,,,,,,,Survey Creek,,,,,,NA,NA
10,.Confirmed-row,Susie Lake Falls,,,,California,https://www.worldwaterfalldatabase.com/waterfall/Susie-Lake-Falls-7167,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"38.87968, -120.12322",7721 feet (asl),,,,,,,,,,Glen Alpine Creek,,,,,,NA,NA
11,.Confirmed-row,Suter Falls,,,50 feet / 15 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Suter-Falls-18335,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.4108, -85.598",,15 meters,15 meters,1,,,,,Plunge,,Rocky Mountain Creek,,,,,,NA,NA
12,.Confirmed-row,Suzy Jimmy Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Suzy-Jimmy-Falls-16728,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.7909, -92.9689",,,,1,,,,,,,Richland Creek,,,,,,NA,NA
0,.Confirmed-row,Swaawa Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Swaawa-Falls-2788,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,460 feet (asl),,,,,,,,Plunge,Columbia River (Snake River to Portland),Tanner Creek,,,Springs,,,NA,NA
1,.Confirmed-row,Swallow Falls,,,16 feet / 5 meters,Maryland,https://www.worldwaterfalldatabase.com/waterfall/Swallow-Falls-8584,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"39.4958, -79.4174",,5 meters,5 meters,,,,,,,,Youghiogheny River,,,,,,NA,NA
2,.Confirmed-row,Swallow Lake Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Swallow-Lake-Falls-19069,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.62948, -121.09677",4938 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,.Confirmed-row,Swamp Creek Falls,,,275 feet / 84 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Swamp-Creek-Falls-4721,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.27472, -120.88667",4933 feet (asl),84 meters,,1,,,77 degrees,15 meters,Horsetail,Chelan River,Swamp Creek,,,Glacier,,,NA,NA
4,.Confirmed-row,Swamp Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Swamp-Falls-16729,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.6892, -93.1852",,,,1,,,,,,,Bear Creek,,,,,,NA,NA
5,.Confirmed-row,Swatara Falls,,,,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Swatara-Falls-18746,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"40.6711, -76.3582",,,,2,,,,,,,Swatara Creek,,,,,,NA,NA
6,.Confirmed-row,Swede Creek Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Swede-Creek-Falls-27900,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,4059 feet (asl),,,,,,,,,,Swede Creek,,,,,,NA,NA
7,.Confirmed-row,Sweden Cove Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Sweden-Cove-Falls-18336,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.1097, -85.8629",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,.Confirmed-row,Sweden Creek Falls,,,81 feet / 25 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Sweden-Creek-Falls-16730,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.9715, -93.4592",,25 meters,25 meters,1,,,,,,,Sweden Creek,,,,,,NA,NA
9,.Confirmed-row,Sweden Hollow Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Sweden-Hollow-Falls-16731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,.Confirmed-row,Swedes Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Swedes-Falls-4984,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.59218, -121.08975",5779 feet (asl),,,,,,,,,Wenatchee River,Unnamed,,,Lake,,,NA,NA
11,.Confirmed-row,Sweet Branch Falls,,,,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Sweet-Branch-Falls-16095,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.4519, -83.8237",,,,,,,,,,,Sweet Branch,,,,,,NA,NA
12,.Confirmed-row,Sweet Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Sweet-Creek-Falls-3160,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.82352, -117.39988",2177 feet (asl),,,,,,,,,Pend Oreille River,Sweet Creek,,,,,,NA,NA
13,.Confirmed-row,Sweet Sixteen Falls,,,16 feet / 5 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Sweet-Sixteen-Falls-26932,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.7328, -83.3832",,5 meters,,,,,,,,,Tallulah River,,,,,,NA,NA
14,.Confirmed-row,Sweet Thing,,,18 feet / 5 meters,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Sweet-Thing-29845,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,5 meters,5 meters,1,,,,,Plunge,,Slickum Creek,,,,,,NA,NA
15,.Confirmed-row,Sweetbriar Falls,,,15 feet / 5 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Sweetbriar-Falls-6504,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.12924, -122.31966",1917 feet (asl),5 meters,,,,,,,,,,,,,,,NA,NA
16,.Confirmed-row,Sweetest Thing Falls,,,,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Sweetest-Thing-Falls-29846,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Bluff Branch,,,,,,NA,NA
17,.Confirmed-row,Sweetheart Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Sweetheart-Falls-28795,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,1,,,,,Horsetail,,,,,,,,NA,NA
0,.Confirmed-row,Sweetwater Creek Falls,,,160 feet / 49 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Sweetwater-Creek-Falls-12164,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.59214, -109.74559",8377 feet (asl),49 meters,,,,,,,,,Sweetwater Creek,,,,,,NA,NA
1,.Confirmed-row,Sweetwater Falls,,,16 feet / 5 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Sweetwater-Falls-12165,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.69908, -110.66337",8117 feet (asl),5 meters,,,,,,,,,,,,,,,NA,NA
2,.Confirmed-row,Swift Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Swift-Creek-Falls-2881,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.80982, -121.69155",2468 feet (asl),,,,,,,,,Baker River,Swift Creek,,,Glacier,,,NA,NA
3,.Confirmed-row,Swiftcurrent Falls,,,70 feet / 21 meters,Montana,https://www.worldwaterfalldatabase.com/waterfall/Swiftcurrent-Falls-10171,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.7999, -113.65512",4884 feet (asl),21 meters,,,,,,,,,Swiftcurrent Creek,,,,,,NA,NA
4,.Confirmed-row,Swiftwater Cascade,,,40 feet / 12 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Swiftwater-Cascade-12166,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.89932, -110.10417",7421 feet (asl),12 meters,,,,,,,,,,,,,,,NA,NA
5,.Confirmed-row,Swinging Bridge Falls,,,,Minnesota,https://www.worldwaterfalldatabase.com/waterfall/Swinging-Bridge-Falls-28132,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,4 meters,,,,,,,,Saint Louis River,,,,,,NA,NA
6,.Confirmed-row,Switzer Falls,,,50 feet / 15 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Switzer-Falls-6846,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.25803, -118.15502",2935 feet (asl),15 meters,,,,,,,,,Arroyo Seco,,,,,,NA,NA
7,.Confirmed-row,Sycamore Falls,,,90 feet / 27 meters,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Sycamore-Falls-14256,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.1371, -112.0268",,27 meters,,,,,,,,,,,,,,,NA,NA
8,.Confirmed-row,Sycamore Falls,,,12 feet / 4 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Sycamore-Falls-18337,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.2464, -85.7547",,4 meters,4 meters,1,,,,,,,Big Fiery Gizzard Creek,,,,,,NA,NA
9,.Confirmed-row,Sylvan Cascade,,,30 feet / 9 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Sylvan-Cascade-13035,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.3202, -71.278",,9 meters,9 meters,1,,,,,,,Parapet Brook,,,,,,NA,NA
10,.Confirmed-row,Sylvan Falls,,,20 feet / 6 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Sylvan-Falls-12167,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.46662, -110.09459",8004 feet (asl),6 meters,,,,,,,,,,,,,,,NA,NA
0,.Confirmed-row,Sylvia Falls,,42.19,30 feet / 9 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Sylvia-Creek-Falls-5144,NA,21.67,Unavailable,0.48,Not Rated,42.19,35.4,"46.99645, -123.59985",107 feet (asl),9 meters,,1,12 meters,,63 degrees,12 meters,Segmented Horsetails,Chehalis River,Sylvia Creek,1 cms,0 cms,Lake,,Winter - Spring,NA,NA
1,.Confirmed-row,T Lake Falls,,,300 feet / 91 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/T-Lake-Falls-538,NA,Unavailable,Unavailable,0,Not Rated,Not Rated,Not Rated,Unavailable,2290 feet (asl),91 meters,91 meters,1,3 meters,,55 degrees,152 meters,Sliding Horsetail,,,,,Lake,,,NA,NA
2,.Confirmed-row,Tabor Branch Falls,,,10 feet / 3 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Tabor-Branch-Falls-11594,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.1223, -72.2359",,3 meters,3 meters,,,,,,,,Tabor Branch,,,,,,NA,NA
3,.Confirmed-row,Tacket Creek Falls,,,,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Tacket-Creek-Falls-29334,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.6049, -84.7033",,,,,,,,,,,Tacket Creek,,,,,,NA,NA
4,.Confirmed-row,Taft Creek Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Taft-Creek-Falls-27852,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,2478 feet (asl),,,,,,,,,,Taft Creek,,,,,,NA,NA
5,.Confirmed-row,Tahquamenon Falls,,42.63,48 feet / 15 meters,Michigan,https://www.worldwaterfalldatabase.com/waterfall/Tahquamenon-Falls-13327,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.5748, -85.2566",,15 meters,15 meters,1,61 meters,,,5 meters,Vertical Block,,Tahquamenon River,59 cms,18 cms,,,,NA,NA
6,.Confirmed-row,Tahquitz Falls,,,60 feet / 18 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Tahquitz-Falls-6924,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"33.80344, -116.56206",890 feet (asl),18 meters,,,,,,,,,Taquitz Creek,,,,,,NA,NA
7,.Confirmed-row,Tailrace Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Tailrace-Falls-2809,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.54646, -121.71176",926 feet (asl),,,,,,,,Horsetail,Snoqualmie River,Unnamed,,,,,,NA,NA
8,.Confirmed-row,Takatz Falls,,,,Alaska,https://www.worldwaterfalldatabase.com/waterfall/Takatz-Falls-18955,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"57.13132, -134.88602",921 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,.Confirmed-row,Talcott Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Talcott-Falls-9301,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.8919, -75.9787",,,,,,,,,,,Stony Creek,,,,,,NA,NA
10,.Confirmed-row,Talent Falls,,,35 feet / 11 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Talent-Falls-18338,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.9138, -85.7606",,11 meters,11 meters,1,,,,,Horsetail,,tributary of Pine Creek,,,,,,NA,NA
11,.Confirmed-row,Talent Hollow Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Talent-Hollow-Falls-18339,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0114, -86.0761",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,.Confirmed-row,Talking Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Talking-Falls-18340,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.6157, -83.4698",,,5 meters,,,,,,,,Road Prong,,,,,,NA,NA
13,.Confirmed-row,Tall Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Tall-Falls-16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,.Confirmed-row,Tallassee Creek Falls,,,29 feet / 9 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Tallassee-Creek-Falls-18341,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.4927, -84.0087",,9 meters,9 meters,1,,,,,,,Tallassee Creek,,,,,,NA,NA
15,.Confirmed-row,Talley Mill Creek Falls,,,,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Talley-Mill-Creek-Falls-26936,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9914, -83.1939",,,,1,,,,,,,Talley Mill Creek,,,,,,NA,NA
16,.Confirmed-row,Talon Falls,,,5 feet / 2 meters,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Talon-Falls-29335,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.2387, -86.1937",,2 meters,2 meters,1,,,,,Gradual Sliding Cascade,,,,,,,,NA,NA
17,.Confirmed-row,Talum Glacier Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Talum-Glacier-Falls-6195,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.74893, -121.78547",5219 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,.Confirmed-row,Talus Falls,,,240 feet / 73 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Talus-Falls-12168,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.46462, -110.13223",9022 feet (asl),73 meters,,,,,,,,,,,,,,,NA,NA
19,.Confirmed-row,Talus Lake Falls,,,,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Talus-Lake-Falls-12169,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.90147, -110.79829",9426 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Tamanawas Falls,,,109 feet / 33 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Tamanawas-Falls-3978,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.40083, -121.58944",3555 feet (asl),33 meters,33 meters,,,,,,,Hood River,Cold Springs Creek,,,Springs,,,NA,NA
1,.Confirmed-row,Tamarack Falls,,,90 feet / 27 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Tamarack-Falls-6750,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.73071, -119.7147",4990 feet (asl),27 meters,27 meters,1,,,60 degrees,24 meters,Horsetail,,Tamarack Creek,,,Runoff,,,NA,NA
